project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
ANGIRAVO/CryptoCause_ICP_dex,https://github.com/ANGIRAVO/CryptoCause_ICP_dex,4,0,1,5,"The README file provides a good overview of the project, including its purpose, features, and architecture. It also includes setup instructions for local development, which is essential for contributors. The file structure is clearly documented, and the development commands are listed, making it easy for developers to get started.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Unknowners/notonlybitcointips,https://github.com/Unknowners/notonlybitcointips,4,1,1,6,"The README file is well-structured and provides a good overview of the project. It includes a clear project description, feature list, and technical stack information. The setup instructions for local development are detailed and easy to follow, making it possible for developers to quickly get started with the project. The file also provides a brief guide on how to create a campaign, share it, and send ICP donations.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-08: This week, significant progress was made on various features, including the addition of new features such as ckBTC support, multicurrency functionality, and II identity-based transfers. Existing features were also improved, including enhancements to testing infrastructure, donation forms, campaign deletion, and auto-login logic. Overall, these changes have enhanced the functionality, usability, and stability of the application, advancing the multicurrency phase A implementation and improving the user experience.",dfx.json file found - indicates ICP/Dfinity project structure
WCHL25/transkripin,https://github.com/WCHL25/transkripin,4,1,1,6,"The README file provides a good overview of the Transkripin project, including its features, tech stack, use cases, and tools integration. The project description is clear, and the features section provides a concise summary of the application's capabilities. The tech stack section is also well-organized, listing the used programming languages, frameworks, and libraries.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-08: This week, the development focused on implementing chunking for file uploads to the canister, allowing for larger file sizes to be transmitted. The `src/backend` directory was modified to include new files and directories, and the `src/transcribe` directory was updated to include new files and dependencies. Additionally, the `src/frontend` directory was updated to include new files and stylesheets. Overall, the changes indicate significant improvements to the file upload and processing capabilities of the application.",dfx.json file found - indicates ICP/Dfinity project structure
Brammy611/WCHLSentinel,https://github.com/Brammy611/WCHLSentinel,4,0,1,5,"The README file provides a good overview of the project, including its purpose, features, and tech stack. The setup instructions are detailed and cover both frontend and backend installation. The project description is concise, and the tech stack section is informative.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
laaroybafyh/WatercoinAIMo,https://github.com/laaroybafyh/WatercoinAIMo.git,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
Team-Doraemon/CaliSEC-Protocol,https://github.com/Team-Doraemon/CaliSEC-Protocol,4,0,0,4,"The README file provides a good overview of the CaliSEC project, its key features, and its architecture. The documentation is well-structured and easy to follow, with clear headings and concise descriptions. The ""Use Cases"" section provides a good understanding of the project's potential applications.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
IC-DAPPS/BitcoinUSTbills,https://github.com/IC-DAPPS/BitcoinUSTbills,4,2,1,7,"The README file provides a good overview of the project, including its purpose, features, and innovations. The ""Why BitcoinUSTbills on ICP is Revolutionary"" section effectively highlights the advantages of using the Internet Computer Protocol for tokenizing and trading US Treasury Bills. The ""Project Overview"" section provides a concise summary of the project's core innovation.","2 - Commits every other week. Weekly development summary: Week of 2025-08-08: This week, the development team removed government API response parsing and JWT generation functions from the backend, simplified the KYCCredential struct, and added new global styles to the frontend CSS to improve design and user experience. The changes also removed underlines from header and footer links. Overall, the modifications aim to enhance the user interface and simplify the backend logic.; Week of 2025-08-15: This week, new features were added for ICRC ledger interactions, including token management functions, and user registration and profile retrieval functionalities were introduced to the backend. Existing features were enhanced with improved modal functionality and new components for handling ckBTC deposits and withdrawals. The overall impact is a more maintainable, organized, and user-friendly codebase, with improved usability and a streamlined codebase.; Week of 2025-08-22: This week, the development team worked on refining the user interface, enhancing mobile responsiveness, and improving transaction handling. They updated the wallet page to display ckBTC balances and transaction types, and modified the transaction details page to display more information and improve layout. Additionally, they refactored the frontend code to remove dependencies from dfx.json, added new admin KYC functions in api.ts, and updated the footer links for documentation.",dfx.json file found - indicates ICP/Dfinity project structure
Frascth/cvku.id,https://github.com/Frascth/cvku.id,3,2,1,6,"The README file provides a decent overview of the project and its features. It includes a brief introduction to the project's concept and its benefits, followed by a project overview with screenshots of the different features. The features section lists the key features of the project, including AI-powered resume builder, real-time live preview, and ATS optimization feedback.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the development team added a new API response example as a feature and implemented the Cover Letter Service, while also improving the handling of personal info data and the declaration of actors, and resolving an identity provider conflict. Existing features were refined, and technical issues were addressed to enhance the user experience. Overall, the changes prioritize stability, refinement, and improvement of existing functionality.; Week of 2025-08-08: This week, the development team added several new features, including optimistic updates, QR code generation, custom URL generation, CRUD operations for social links, and custom sections in CRUD functionality. Existing features, such as the generate custom URL and personal information sections, were improved, and the UI/UX was enhanced. Overall, these changes aim to enhance the application's functionality, user experience, and maintainability, resulting in a more robust and visually appealing application.; Week of 2025-08-15: This week, the development team added new features to the cover letter functionality, including AI-powered suggestions and a backend implementation, to enhance the cover letter creation process. Additionally, some minor updates and fixes were made to refine and stabilize the codebase, including improvements to existing features. Overall, the changes aim to improve the user experience and stability of the product.; Week of 2025-08-22: This week, the development team made significant improvements to the SkillsAssessment component in the frontend, adding new functionality and features. The changes include the addition of a new API call to fetch questions by skill, and the integration of this data into the assessment component. The team also made some minor changes to the types and other files.",dfx.json file found - indicates ICP/Dfinity project structure
https://github.com/OneWpOrg,https://github.com/OneWpOrg,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
ZeyaRabani/BIT10,https://github.com/ZeyaRabani/BIT10,3,2,1,6,"The README file provides a good overview of the BIT10 project, its features, and its technical structure. However, it falls short in some areas. The project description and features are well-covered, but the documentation lacks setup instructions for local development, integration instructions, and contribution guidelines.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the development team made significant updates to the pricing logic for BIT10.TOP and BIT10.MEME, and also improved the swap page UI. The changes aim to enhance the user experience and functionality of the system.; Week of 2025-08-08: This week, the development focused on improving the BIT10 Investment Calculator, adding a new BIT10 comparison section to the home page, and modifying existing components. The BIT10 Investment Calculator now features a new page and a calendar component, allowing users to input start and end dates for their investment. The BIT10 comparison section provides a visual representation of the performance of different assets over time. Additionally, several components were updated and new files were added to support these features.; Week of 2025-08-15: This week, a new feature was added to the project with the introduction of Testnet DEX, supporting canister code in the README.md file.",dfx.json file found - indicates ICP/Dfinity project structure
LeviNjoroge/GreenCoin,https://github.com/LeviNjoroge/GreenCoin,3,2,1,6,"The README file provides a good overview of the GreenCoin project, including its mission statement, core values, and key features. However, it lacks essential documentation elements, such as setup instructions for local development, integration instructions (if applicable), and contribution guidelines. The file does include a link to live documentation, but it is not clear what this documentation entails.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the GreenCoin project saw significant updates to its README.md file, adding a new logo, mission statement, core values, and key features section. The changes also included adding links to external documentation, GitHub repositories, and a portfolio site. Overall, the updates aimed to improve the project's visibility, transparency, and community engagement.; Week of 2025-08-08: This week, the development team made significant improvements to the README.md file, adding more details about the core developers and their expertise. Additionally, a new file, Farmers-Dashboard-Greencoin, was added and updated, likely related to the GreenCoin platform's dashboard or farmers' section. Overall, the changes focus on enhancing the platform's documentation and user experience.",dfx.json file found - indicates ICP/Dfinity project structure
Ma7moud12975/ATOS-fit.2,https://github.com/Ma7moud12975/ATOS-fit.2/tree/main,4,0,1,5,"The README file provides a good overview of the project, its features, and technical stack. It also includes a table of contents, which is helpful for navigating the documentation. However, it could be more detailed and comprehensive.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
memeett/icp,https://github.com/memeett/icp,4,2,1,7,"The README file provides a good overview of the project, including its purpose, features, and technology stack. It also includes setup instructions for local development, which is excellent. The file is well-structured and easy to follow, with clear headings and concise descriptions.","2 - Commits every other week. Weekly development summary: Week of 2025-08-08: This week, the development team made significant progress, adding new features such as job management, AI Agent job feature, Account Setting page with face recognition, and authentication from the backend. Existing features were also improved, including the job-related pages, frontend, navbar state, and recommendation system algorithm. The overall impact is an enhanced user experience and improved functionality, with a focus on stability and consistency, resulting in a more comprehensive and integrated system.; Week of 2025-08-15: This week, the development team made significant progress, adding several new features, including the ability to rate users, AI Advisor Bot interface, floating button, and displaying active and history jobs on the profile page. Existing features were also improved, such as the BalanceTransactionPage, BalanceTransactionPage frontend, invitation feature, job management system, and several bug fixes. Overall, these changes aim to enhance the user experience, provide a more streamlined and informative platform, and improve the functionality and usability of the application.",dfx.json file found - indicates ICP/Dfinity project structure
Ano-ly/Vote_Secure,https://github.com/Ano-ly/Vote_Secure/tree/R_MVP,4,1,1,6,"The README file provides a good overview of the project, including its motivation, problem statement, and features. It also includes setup instructions for local development, which is excellent. However, I would rate it as ""Good"" rather than ""Excellent"" because it lacks a clear integration guide (if applicable) and contribution guidelines. The documentation is well-structured and easy to follow, with clear headings and concise paragraphs. The grammar and formatting are also excellent. Overall, the documentation is good, but it could be more comprehensive with the addition of integration and contribution guidelines.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-08: This week, the development focused on improving the backend functionality of the Vote Secure application. Key changes include the modification of several functions in the `main.mo` file to enhance the creation of elections, polls, and admin records. Additionally, the frontend login and signup features were improved by adding error handling and authentication logic, with the introduction of a new `backend.js` file to manage interactions with the backend.",dfx.json file found - indicates ICP/Dfinity project structure
WanjalaDavis/self,https://github.com/WanjalaDavis/self,4,2,1,7,"The README file provides a good overview of the EchoSoul Digital Consciousness project, including its features, technical implementation, and component architecture. It also includes examples of data structures, which is a plus. However, I would expect to see more details on setup instructions for local development, integration instructions (if applicable), and contribution guidelines to make it an excellent documentation. The documentation is well-structured, but some sections, such as ""Technical Implementation"" and ""Component Architecture"", could be more detailed. Additionally, the documentation could benefit from more grammar and formatting checks to make it more polished. Overall, the documentation is good, but it falls short of being excellent due to the missing setup and integration instructions.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the initial setup of the project was established, with a wide range of files added to create the foundational structure for the development. This includes configuration files, package management, and initial frontend and backend code. The overall impact is the establishment of a new project, with no significant modifications to existing features.; Week of 2025-08-08: This week, no new features were added, but existing features were modified or improved with several ""made changes"" commits. The overall impact of the changes is unclear due to the vague commit messages.; Week of 2025-08-15: This week, significant improvements were made to the chat functionality, including the addition of a new API for interacting with OpenAI and the modification of the chat logic to accommodate more advanced features. The frontend was also updated to include a new emotion mapping system and a set of icons for communication styles. Overall, the changes aim to enhance the user experience and improve the chat functionality.",dfx.json file found - indicates ICP/Dfinity project structure
https://github.com/ihimanshu-tech,https://github.com/ihimanshu-tech,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
yasminm85/masy-net,https://github.com/yasminm85/masy-net.git,4,2,1,7,"The README file provides a good overview of the Masy-net project, including its features, local development setup, and contributing guidelines. The setup instructions for local development are detailed and provide a clear step-by-step guide for cloning the repository, installing dependencies, and deploying the canister. The project description is concise and provides a general idea of what the project does.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the development team started building a new project from scratch, adding numerous files and folders to the repository, including a frontend and backend setup. The project structure was established, with files for configuration, TypeScript, and React setup. Overall, this marks the beginning of the project's development, with no notable changes or improvements to existing features.; Week of 2025-08-08: This week, the development team introduced a new file upload feature, allowing users to upload files through the frontend. Additionally, the project's frontend styling was improved with an update to Tailwind CSS, resulting in a minor overall impact on the project. The changes introduced a new feature and refined the user experience, with the refactoring of the `src/masy-net-frontend` directory hinting at potential future improvements.",dfx.json file found - indicates ICP/Dfinity project structure
MentalverseICP/MentalVerse,https://github.com/MentalverseICP/MentalVerse,4,2,1,7,"The README file provides a good overview of the MentalVerse project, including its Web3-powered mental health support platform, features, and token economics. However, it falls short in providing detailed setup instructions for local development, integration guide, and contribution guidelines. The architecture section is present, but it's mostly a list of technologies used without explaining how to integrate them.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the development team worked on integrating an empathetic AI mental health chatbot, MindMate, into the Mentalverse platform. They added new files and functionality to the backend and frontend, including a new `Chatbot` component, to support the chatbot's features. The team also updated the configuration files to support OpenAI API integration and modified existing files to accommodate the new chatbot functionality.; Week of 2025-08-08: This week, the development team made significant improvements to the MentalVerse landing page, adding a chatbot feature and enhancing the search functionality. They also worked on various components, such as the Appointments, Doctors, and Medical pages, making them more responsive and user-friendly. Finally, they refactored some code and fixed minor issues, resulting in a more cohesive and polished user experience.; Week of 2025-08-15: This week, the development team added the Modal Chatbot feature, which includes simulation for charts and improved responsiveness. Additionally, the Docusaurus readme documentation for mentalverse was updated. The overall impact is the implementation of a new interactive feature that enhances the user experience.",dfx.json file found - indicates ICP/Dfinity project structure
fradiumofficial/fradium,https://github.com/fradiumofficial/fradium,4,2,1,7,"The README file provides a good overview of the project, including its purpose, features, and benefits. It also includes some technical details, such as the platforms it supports and its AI-powered threat detection capabilities. However, it lacks some important elements, such as setup instructions for local development, integration instructions (if applicable), and contribution guidelines. The file also assumes some prior knowledge of the project and its components, which may make it difficult for new users to understand without additional context.","2 - Commits every other week. Weekly development summary: Week of 2025-08-08: This week, the development team added several new features, including the AI analyzer, setting page, welcome boarding page, bottom app bar, bottom navigation bar, and EVM RPC, which expand the app's functionality and capabilities. Existing features, such as progress tracking, account settings, and AI analyze code, were also improved with fixes for history and header interaction, as well as enhanced navbar styling and interaction. Overall, these changes significantly enhance the user experience and expand the app's capabilities, making it more functional and user-friendly.; Week of 2025-08-15: This week, the development team made significant progress by adding new features such as sending coins, receiving transactions, and analyzing addresses, as well as improving existing features like transaction history, network management, and wallet functionality. Additionally, they optimized code organization, fixed bugs, and enhanced user experience with updated logos and formatting. These changes collectively enhance the application's stability, usability, and functionality, providing a more comprehensive and efficient experience for users.",dfx.json file found - indicates ICP/Dfinity project structure
Legatia/DeFlow,https://github.com/Legatia/DeFlow,4,3,1,8,"The README file provides a good balance of general project information, key features, and technical details. The project description is concise and provides an overview of DeFlow's purpose and functionality. The feature sections are well-organized and provide a clear explanation of the platform's capabilities.","3 - Commits every week. Weekly development summary: Week of 2025-08-01: This week, the development team made significant progress on integrating DeFlow with various blockchain platforms, preparing portfolio management, yield, and arbitrage features for testing, and implementing zero downtime infrastructure, basic functions, and backend foundation for the DeFlow feature. Additionally, the integration with btc and eth is complete and ready for testing. Overall, these changes bring DeFlow closer to being a comprehensive DeFi platform, laying the foundation for future development and testing.; Week of 2025-08-08: This week, the DeFlow team added a new AI content generator node, non-DeFi components, and customized strategy drag-and-drop functionality with wallet connection and multi-chain address input for debugging. They also expanded existing features with additional components, improving the project's capabilities and usability. These changes significantly enhance the project's overall performance and loading speed, with the removal of Identitykit and the search for an alternative solution resolving BigInt errors and improving frontend loading performance.; Week of 2025-08-15: This week, the Deflow project saw significant improvements and additions, including a new admin frontend, workflow draft section, and email and telegram integrations. The team also focused on enhancing the stability and security of the Deflow Pool feature by fixing vulnerabilities and adding a new payment method. Overall, the changes aim to improve the project's stability, readiness for deployment, and user experience, with new integrations and simplified functionality.; Week of 2025-08-22: This week, the development team added new features to Deflow, including a price trigger and updates to the scheduler and cycle monitor nodes. Additionally, the admin interface was configured properly. Overall, these changes have prepared Deflow for mainnet readiness and improved its performance.",dfx.json file found - indicates ICP/Dfinity project structure
icpdegen/W3Live,https://github.com/icpdegen/W3Live,4,0,1,5,"The README file provides a good overall introduction to the project, including a clear general project description, setup instructions for local development, and an explanation of the tech stack. The ""Quick Start"" section is detailed and provides a step-by-step guide for setting up the project locally, which is excellent. However, I would like to see more information on the project's architecture, integration instructions (if applicable), and contribution guidelines to make it a 5. Additionally, the formatting and grammar are mostly clear, but there are some minor issues, such as inconsistent indentation and missing spaces between code blocks. Overall, the documentation is good, but could be more detailed and polished.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
zephyrzth/whcl-2025-momus,https://github.com/zephyrzth/whcl-2025-momus,4,2,1,7,"The README file provides a good overview of the project, its features, and its architecture. The setup instructions for local development are present, including a step-by-step guide for cloning the repository, installing dependencies, and starting the Ollama (required for LLM) and server. However, some areas could be improved:","2 - Commits every other week. Weekly development summary: Week of 2025-08-08: This week, significant improvements were made to the frontend UI, including the addition of a modern SaaS landing page inspired by Saasfly, a hero section with a compelling call-to-action, and a features section showcasing the capabilities of the marketplace of autonomous AI agents. Existing features, such as the app navigation and agent execution engine, were also enhanced and reorganized. The changes resulted in a more professional and user-friendly interface, with a focus on showcasing the platform's features and benefits.; Week of 2025-08-15: This week, several new features were added to the project, including the ability to add Python Pyodide when creating a new agent, login and register pages, and the option to adjust login functionality using ICP identity. The loading bar was also improved to display a circular spinner instead of a rectangle. Overall, these changes enhance the user experience and provide more functionality to the application.",dfx.json file found - indicates ICP/Dfinity project structure
WAW1311/dyahai-2.0,https://github.com/WAW1311/dyahai-2.0,3,2,1,6,"The README file provides a good overview of the project, including its introduction, problem summary, solution, and new features. The format is visually appealing, and the use of images and shields adds a touch of professionalism. However, the documentation falls short in some areas.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the development team made several improvements to the system, including enhanced handling of replica responses in HTTP outcalls and fixes for generating images and missing datastores after upgrades, likely enhancing overall stability and performance. Additionally, a single commit was made to resolve an issue with a missing datastore after an upgrade. These updates aim to resolve existing issues and improve system reliability.; Week of 2025-08-15: This week, the development team focused on improving the backend and frontend of the application. Specifically, they added an alert feature and fixed some pages, with the backend response also receiving attention. Overall, these changes aim to enhance the user experience and resolve issues with the application's response.",dfx.json file found - indicates ICP/Dfinity project structure
ToExpert/hck-WCHL-2025,https://github.com/ToExpert/hck-WCHL-2025/,4,1,1,6,"The README file provides a good overview of the project, including its description, features, and usage. The setup instructions for local development are detailed and include specific commands for installing dependencies, cloning the repository, and deploying canisters. The file also includes links to external resources for additional information, which is beneficial.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-15: This week, a new React-based frontend and backend were added to the project, with the creation of new files such as `src/pro_hackathon-react-frontend/index.html`, `src/pro_hackathon-react-frontend/src/App.jsx`, and `src/pro_hackathon-react-frontend/main.mo`. Existing files were also modified, including the addition of CSS and SVG files. The overall impact is the introduction of a new technology stack and the foundation for a React-based frontend.",dfx.json file found - indicates ICP/Dfinity project structure
bipquantum/bip721x,https://github.com/bipquantum/bip721x/blob/master/dfx.json,4,2,1,7,"The README file provides a good overview of the project, including setup instructions for local development, links to prerequisites, and a general project description. The file is well-structured and easy to follow. However, it lacks a clear integration guide (if applicable) and contribution guidelines. The ""MVP Requirements"" section provides a good idea of the project's goals, but it's not a comprehensive project description. The ""TODOs"" section seems to be a mix of technical and non-technical tasks, and it's not clear what the priorities are.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the NFID wallet was integrated and replaced ic-reactor, introducing new hooks and features such as custom wallet buttons and composite queries for retrieving token balances. The login and logout functionality was also reworked, and the user profile was updated to include these features. Overall, the changes aimed to improve the authentication and token management flow within the application.; Week of 2025-08-08: This week, new features were added to improve the user experience, including a loading indicator in the TopBar and a refresh mechanism in the Marketplate. Existing features were also modified, such as the BipList component, which now includes authentication checks. Additionally, the Content-Security-Policy was updated to include a new Google Analytics URL.",dfx.json file found - indicates ICP/Dfinity project structure
khushi07707/smart-glasses,https://github.com/khushi07707/smart-glasses,4,0,0,4,"The documentation provided is good, but it can be more detailed. The project description is clear and concise, providing an overview of the Smart Glasses project and its goals. The Core Functionalities section is well-structured, giving a detailed look at the navigation and educational assistance features. The inclusion of citations is a plus, as it shows the effort to provide credible sources for the information presented.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
poggufanz/dao-tools,https://github.com/poggufanz/dao-tools,4,3,1,8,"The README file provides a clear and concise overview of the DAO Tools project, including its features, quick start instructions, and setup process. The project structure is well-organized, and the documentation includes troubleshooting tips for common issues.","3 - Commits every week. Weekly development summary: Week of 2025-08-01: This week, several new features were added, including the ability to login from local to global and the integration of dao tools, openvote, wallet, and internet identity login. Additionally, the backend configuration was improved to work with the frontend. Overall, these changes aimed to enhance the user experience and functionality of the application.; Week of 2025-08-08: This week, the development team built two new features, explorer and proposal-voting, and improved existing features such as headers and sign-in functionality. The team also expanded community creation capabilities, enhanced the user experience, and resolved issues with module detection. Overall, these changes aim to improve the application's functionality, usability, and user experience, providing a more comprehensive platform for users.; Week of 2025-08-15: This week, two new features were added: community management with get and create functionality for users, and login functionality using internet identity with a new profile page. Additionally, the governance explorer feature was fixed. Overall, these changes aim to improve the user experience and functionality of the application.; Week of 2025-08-22: This week, two commits were made to the repository. The feature ""community and proposal"" was updated with new functionality, including support for multiple, ranked, and single options. The ""explorer"" feature was also improved to display community-related data. These changes likely enhance the overall user experience and functionality of the application.",dfx.json file found - indicates ICP/Dfinity project structure
CoFi-Xyntra/copilot-finance,https://github.com/CoFi-Xyntra/copilot-finance,3,2,1,6,"The README file provides a good introduction to the CoFi project, its features, and its benefits. However, it lacks essential information for developers, such as setup instructions for local development, integration instructions, and contribution guidelines. The file primarily focuses on showcasing the project's features and capabilities, which is helpful for users but not sufficient for developers who want to contribute or set up the project for local testing.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, a new feature was added to the project, introducing a conversational AI assistant called CoFi, which provides a natural language interface to interact with decentralized finance (DeFi) protocols. The feature includes AI chat interface, on-chain execution, context-aware commands, secure and non-custodial execution, multi-chain support, and a modular architecture. The README file was also updated to reflect the new feature and provide an overview of CoFi's capabilities.; Week of 2025-08-08: This week, the development team improved the frontend components, specifically the `ChatWindow` and `Sidebar`, by adding new features and functionality. The `ChatWindow` component now allows for sending messages to the chat and receiving responses from the backend, and the `Sidebar` component has been updated to include a button for starting a new chat. The team also made changes to the environment variables in the `.env` file to reflect the new canister IDs and paths.; Week of 2025-08-15: This week, two new features were added, including a smart contract LLM and plug wallet integration. The existing smart contract LLM was finalized, and PocketIC integration was added with corresponding unit tests. The backend was also refactored for maintainability, modularized, and documented, enhancing the system's functionality and usability.; Week of 2025-08-22: This week, the development team improved the ledger ID symbol for CFXN, renaming it to CFX. This change was made in the `backend/types.rs` file.",dfx.json file found - indicates ICP/Dfinity project structure
ArksRWA/ArksRWA,https://github.com/ArksRWA/ArksRWA,4,0,1,5,"The documentation is good, but it could be more detailed. It provides a general project description, mentions the key features, and includes setup instructions for local development. However, it lacks a comprehensive integration guide, which might make it challenging for readers to successfully integrate the project with other systems. Additionally, contribution guidelines are not explicitly mentioned, which is essential for encouraging contributions from the community. The documentation is well-structured, and the use of headings and sections makes it easy to navigate. Grammar and formatting are also good. Overall, the documentation is sufficient, but it could benefit from more detailed information on integration and contribution guidelines to make it more comprehensive.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
MazenMarei/Tal3a,https://github.com/MazenMarei/Tal3a,3,2,1,6,"The README file provides a good introduction to the project, including a brief description of the problem it aims to solve and its key features. However, it lacks setup instructions for local development, which would be important for developers who want to contribute to the project. Additionally, the integration guide is unclear, as it only mentions ""Tal3a solves this by creating a decentralized, sport-specific social hub"" without providing any detailed instructions on how to integrate the project. The contribution guidelines are also non-existent. Overall, the documentation is basic and could be improved with more detailed information on setup, integration, and contribution.","2 - Commits every other week. Weekly development summary: Week of 2025-08-15: This week, the development team made significant progress by introducing new features, including a contracts folder, middleware functions, and a ""getting account service"". Existing features were also improved, such as updating the services folder, creating a type folder, and enhancing the create account service. These changes aim to enhance the structure and organization of the codebase, stabilize and expand the library's features, and provide a more robust user registration experience.; Week of 2025-08-22: This week, the development team made significant progress on the codebase, introducing new features such as posts contracts and services, event contracts and services, and group contracts and services. Existing features were refactored to improve event handling, storage, and memory stability, with changes aimed at enhancing the system's organization, maintainability, and functionality. Overall, the updates aim to improve the system's stability, event handling mechanism, and overall performance.",dfx.json file found - indicates ICP/Dfinity project structure
Kevin5621/origin-stamp-icp,https://github.com/Kevin5621/origin-stamp-icp,4,3,1,8,"The documentation is good, but it could be more detailed. It provides a clear overview of the project, its problem statement, and its solution. The ""How It Works"" section is well-structured and provides a good explanation of the three pillars of trust. However, I would have liked to see more information on setup instructions for local development, integration instructions, and contribution guidelines.","3 - Commits every week. Weekly development summary: Week of 2025-08-01: This week, the development team made significant improvements to the application's design, layout, and functionality by adding new features such as the View Certificate Page, Create Session Page, ArtworkCard component, and SignInButton component. Existing features were also refactored and updated to improve responsiveness, visual consistency, and usability, including updates to the dashboard, sidebar, and marketplace components. Overall, these changes aim to enhance the user experience, improve navigation, and increase the site's global accessibility, resulting in a more cohesive and visually appealing interface.; Week of 2025-08-08: This week, the development team added several new features, including a modernized Dashboard layout, floating minimalist design for the Sidebar component, and smooth scrolling with Lenis. Existing features were refined and improved, such as the LoginForm, Signin functionality, and various components for enhanced accessibility, usability, and state management. Overall, the changes aimed to improve the user experience, enhance the overall responsiveness and visual appeal of the application, and provide a more seamless and engaging experience for users.; Week of 2025-08-15: This week, significant improvements were made to the application, including the addition of new features such as a photo modal, horizontal timeline, blockchain warning component, and marketplace collection. Existing features were refined, including typography, session and certificate styles, and notification and session pages, resulting in a more comprehensive, user-friendly, and accessible experience. Overall, the changes aim to enhance the application's design consistency, responsiveness, and user experience, leading to a more cohesive and streamlined visual design.; Week of 2025-08-22: This week, the development team added new features including updating usernames in the settings page with validation and feedback, and dashboard metrics and related queries to the backend and frontend. Existing features such as marketplace components, create session, certificate, and session pages were refactored and improved for better readability, code organization, and user experience. The overall impact of the changes aimed to improve code quality, performance, and maintainability, while also enhancing usability and readability of the application's UI components.",dfx.json file found - indicates ICP/Dfinity project structure
khailesh-kumar-sa/skill-it-prototype,https://github.com/khailesh-kumar-sa/skill-it-prototype,4,2,0,6,"The documentation is good, but could be more detailed. The README file provides a general project description, setup instructions for local development, and information on how to edit the code. It also mentions the technologies used and deployment instructions. However, the documentation is missing some important elements, such as contribution guidelines. Additionally, the formatting and grammar are generally good, but there are some minor issues (e.g., the use of bold text for headings is not consistent throughout the file).","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the development team added new features such as a payment page with 5 plan options and a ""7-day free trial"" button, Google sign-in functionality, and a career guidance assessment feature. They also modified existing features to improve user experience, including profile editing, adding a delete account option, and resolving issues with AI interview questions and trainers. Overall, these changes enhanced the application's functionality, user authentication, session management, data retrieval, and security, resulting in a more seamless and secure user experience.; Week of 2025-08-15: This week, the development team added several new features, including user approval visibility, role-based quizzes and skill validation, and a mandatory mobile number field for signup and login. They also improved existing features, such as updating RLS policies, data fetching, and AI interview analysis, to enhance usability and credibility. Overall, these changes have significantly enhanced the platform's functionality, user verification, and experience, particularly for users with different roles and skill levels.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
,,0,0,0,0,Error during evaluation: 'float' object has no attribute 'endswith',Error during evaluation: 'float' object has no attribute 'endswith',Error during evaluation: 'float' object has no attribute 'endswith'
Asifsaifali/LPF-CanisterHub,https://github.com/Asifsaifali/LPF-CanisterHub,4,0,1,5,"The `New_LPF` README file provides a good overview of the project, its features, and the technologies used. It also includes some setup instructions for local development, such as starting the replica and deploying canisters. Additionally, the file mentions the availability of more detailed documentation online and provides links to relevant resources.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
