project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
CoFi-Xyntra/copilot-finance,https://github.com/CoFi-Xyntra/copilot-finance,0,0,1,1,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
alfa-codes/alfa-apy-icp-canisters,https://github.com/alfa-codes/alfa-apy-icp-canisters,3,2,1,6,"The README provides a solid general description of the project, including a clear overview, key features, technology stack, architecture diagram, and helpful quick‑link resources (live app, documentation, videos). The formatting and visual elements are clean and the grammar is generally good.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week we added a new `get_pools_history` endpoint for pool statistics, introduced branding with a project logo, and included a LICENSE file for open‑source compliance. Minor updates and bug fixes were also applied across the codebase. Together, these changes expand API functionality, improve the project's visual identity, and ensure proper licensing while stabilizing existing features.; Week of 2025-09-08: Implemented ICRC‑21 support in the vault canister by importing the necessary ICRC‑21 types, adding ICRC‑21 entries to the list of supported standards, and introducing a new query (`icrc21_canister_call_consent_message`) to handle consent‑message requests. Existing vault code was updated to decode and process these requests, extending the canister’s compliance with the ICRC‑21 authentication spec. No new files were added, but the vault’s functionality and standards reporting were significantly expanded.",dfx.json file found - indicates ICP/Dfinity project structure
rishab36/parking-finder,https://github.com/rishab36/parking-finder,3,1,1,5,"The README provides a strong project overview, clear branding, and detailed feature/technology tables that give readers a good sense of what the app does and the stack it uses. However, it lacks essential practical information. There are no setup instructions for getting the project running locally (e.g., cloning the repo, installing dependencies, running a dev server or building the canister), no step‑by‑step integration guide for developers who want to use the ICP canister, and no contribution guidelines (how to submit PRs, code style, testing, etc.). While the overall clarity, grammar, and formatting are solid, the missing onboarding and contribution sections prevent it from being a complete developer‑focused README. Hence it falls into the “basic documentation present but missing some important elements” category.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: The README was refreshed to detail new blockchain integration and community features. An Internet Computer (ICP) integration was added, including a Motoko parking canister with CRUD operations, TypeScript agent, React demo component, deployment configuration, and documentation, plus a mock service for development. This delivers persistent, real‑time parking data storage and location‑based search on the ICP blockchain, completing a full frontend‑backend Web3 dApp for the WCHL 2025 requirement.",dfx.json file found - indicates ICP/Dfinity project structure
bessho/willwisher,https://github.com/bessho/willwisher,1,0,1,2,The provided README consists almost entirely of a sample Last Will and Testament template and a single link to the repository. It lacks virtually all of the elements expected in comprehensive project documentation:,No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
MentalverseICP/MentalVerse,https://github.com/MentalverseICP/MentalVerse,3,3,1,7,"The README provides a solid project overview, clearly outlines the platform’s core features, recent upgrades, and highlights technical strengths such as security compliance and architecture. The formatting and grammar are generally good, and the use of badges and section headings makes the document easy to navigate.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: Implemented a partial onboarding flow and added the initial doctors page, expanding the app’s user‑facing features. Completed outstanding routing issues, improving navigation reliability across the application. These changes enhance the onboarding experience and ensure core routes function correctly.; Week of 2025-09-08: This week the team fixed smart‑contract syntax errors, introduced the first visual updates to the landing page (including removing the logo’s link), and enhanced the calendar component and overall page responsiveness. They also delivered the therapist UI with finalized design, added functional dashboards for doctors and patients, refreshed onboarding data, and built a Rust‑based secure messaging system with cryptographic protections. Together these changes improve functionality, usability, visual polish, and secure communication across the platform.; Week of 2025-09-15: This week we strengthened security and compliance by encrypting PHI storage with proper key management, restricting MVT token canister access, adding UUID/session‑ID validation, moving security logic into smart contracts, formalizing HIPAA/GDPR policies, fixing secure‑messaging Wasm validation, and verifying inter‑canister communication. We also enhanced authentication and user onboarding by updating token handling, repairing auth routes, increasing signup rate‑limiting, modularizing the backend into four canister‑communication modules, integrating registration with the backend’s initializeUser method, and fixing response handling, phone‑number formatting, and import‑service bugs. Frontend improvements include dynamic canister IDs, direct canister deployments, refreshed landing‑page images, and an updated build process that generates type declarations, delivering a more reliable UI, smoother deployments, and overall system stability.",dfx.json file found - indicates ICP/Dfinity project structure
petrakol/blockxpand-icp,https://github.com/petrakol/blockxpand-icp,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
Kevin5621/origin-stamp-icp,https://github.com/Kevin5621/origin-stamp-icp,2,3,1,6,"The README provides a clear and compelling project description, outlining the problem, solution, and high‑level architecture of OriginStamp. It explains the three pillars of trust, the verification experience, and why the Internet Computer is chosen, which gives readers a good sense of what the project does and its value proposition.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week we delivered major new capabilities—including a full‑stack NFT system with minting, marketplace, and DFINITY canister integration; a comprehensive subscription platform with tiered plans, coupons, context providers, and UI sections; end‑to‑end session management (creation, S3 photo uploads, profile‑picture handling) and a metrics‑driven dashboard featuring collapsible navigation, responsive shadcn/ui components, and multi‑method authentication (username/password, Internet Identity, Google OAuth) secured by middleware, guards, and cookie synchronization. We also polished the existing experience by overhauling the landing page and dark‑mode theme, standardizing containers and loading spinners, optimizing images with the framework’s Image component, removing hard‑coded AWS credentials, adding SEO metadata, and updating documentation and testing setup. Together, these changes expand core product functionality, boost security and performance, and provide a more cohesive, polished, and developer‑friendly UI across the application.; Week of 2025-09-08: This week we added a full‑featured location‑search system (autocomplete, OSM service, debounced hook) and Google OAuth support, introduced AI‑powered verification with a new VerificationContainer and centralized verification types, and launched new backend services such as PhysicalArtService and AvatarService along with a refined verification‑update flow. UI components across profile, subscription and loading experiences were restyled, modularized and optimized with caching, optimistic updates, skeleton loaders and bug fixes, delivering a cleaner, faster, and more stable user experience. The CI/CD pipeline and deployment scripts were overhauled and the backend was reorganized into modular services, greatly improving build reliability, deployment flexibility, and overall system robustness.; Week of 2025-09-15: The team launched a complete NFT marketplace page featuring backend endpoints and Tailwind‑styled frontend components for featured collections, trending creators (with profile photos via Dicebear), and a detailed NFT modal, plus new NFT ownership querying and listing functions. Authentication was improved by adding an AuthRedirect component to the Home page and updating middleware for root‑path routing, while development scripts were streamlined and a backend connection issue was resolved. These changes broaden marketplace capabilities, enhance data access, and provide a smoother, more engaging user experience.",dfx.json file found - indicates ICP/Dfinity project structure
muslimalfatih/collective-impact,https://github.com/muslimalfatih/collective-impact,1,2,1,4,"The provided README excerpt contains only a brief, partially formatted list of API functions (with a typo in the first entry) and no additional context. It lacks a project description, any setup or installation instructions, integration guidance, contribution guidelines, or any narrative that explains the purpose or usage of the project. There is also no clear structure, headings, or formatting beyond a few bullet points, and the grammar is poor. Because essential documentation elements are missing, the documentation quality is minimal.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: The week’s work was dedicated to improving project documentation: the README was extensively rewritten to add badges, a detailed overview, whitepaper link, problem/solution description, and tech‑stack information. No code changes or new features were introduced.; Week of 2025-09-15: Implemented a full backend canister for campaign management, introducing persistent storage, campaign/donation types, and related APIs in `src/backend/main.mo`. Updated the README with live deployment URLs and revised setup instructions, added `canister_ids.json`, and extended `dfx.json` with IC network configuration. These changes enable end‑to‑end functionality and production deployment that were not present in the initial state.",dfx.json file found - indicates ICP/Dfinity project structure
Pranav-Marwaha-73/Medi_Verify_Counterfeit-Drug-Detection,https://github.com/Pranav-Marwaha-73/Medi_Verify_Counterfeit-Drug-Detection,2,0,1,3,"The README provides a solid high‑level overview of the problem, solution, and workflow, and it includes some attractive badges and a clear project description. However, it lacks essential practical information. There are no setup or installation instructions for local development (e.g., how to clone the repo, install dependencies, run the frontend/backend, or configure the ICP canister). No integration guide or API usage details are present, and there are no contribution guidelines, code of conduct, or licensing information. The document also ends abruptly mid‑sentence, indicating it is incomplete. Overall, while the narrative is clear and well‑structured, the missing technical and contribution sections constitute significant gaps, resulting in a low rating.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Infoundr/infoundr-site,https://github.com/Infoundr/infoundr-site,3,2,1,6,"The README provides a solid project overview and clear setup instructions for local development, including prerequisites, cloning, starting the local replica, and running the development server. It also outlines various development and deployment options, which is helpful. However, it lacks several key elements: there are no contribution guidelines (e.g., how to submit pull requests, code style, testing procedures), no detailed integration guide beyond a brief mention of Slack/Discord, and no information on licensing, code of conduct, or how to run tests. While the structure and formatting are generally good, the missing sections prevent it from being a comprehensive documentation set. Hence it falls into the “Fair” category.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: The pricing model was updated with a styled “Start Free” button and a “Coming Soon” overlay for the Pro tier, improving onboarding and tier visibility. Slack integration documentation was added and refreshed, and a series of minor updates and fixes were applied across the platform. Together, these changes enhance user experience, clarify integration steps, and increase overall system stability.; Week of 2025-09-15: This week we introduced a full Playground feature, adding UI integration with markdown rendering, chat components, a demo‑style interface, backend support for a PlaygroundID user identifier, and an admin‑stats endpoint, while updating “Get Started” buttons to link to it. We also added production environment variables to the GitHub Actions workflow, made the API configuration environment‑aware, and removed unnecessary emojis and API‑key logs for a cleaner UI and stronger security. Minor bug fixes and extra console‑log debugging round out the release, improving navigation safety, onboarding flow, and overall system reliability.",dfx.json file found - indicates ICP/Dfinity project structure
memeett/icp,https://github.com/memeett/icp,3,3,1,7,"The README provides a solid project overview, lists features, and includes fairly detailed setup instructions for both the Motoko backend, the React frontend, and the Python AI components (including virtual‑env/conda steps). The structure is clear and the formatting is generally good.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: Minor updates and fixes.; Week of 2025-09-08: This week we introduced AI‑powered chat and invoice capabilities, a new financial‑summary view, and a FreelancerAnswer component, along with a loading overlay for authentication screens. We overhauled the real‑time chat system with optimistic UI updates, bidirectional‑messaging fixes, performance and error‑handling improvements, and resolved the CoinChat implementation bug. Minor UI tweaks, housekeeping (including .gitignore cleanup) and various bug fixes were also applied, delivering a more streamlined, responsive, and feature‑rich user experience.; Week of 2025-09-15: This week we added a runtime file and a new “notCurrentUser” filter to the GetAllUser function for displaying freelancers, removed the aiAdvisor feature, and introduced a README for better documentation. The UI across multiple pages and the chat component were refined for smoother visual flow and usability, and the JobDetailPage was refactored into separate components. Numerous minor updates and bug fixes—including authentication, file‑import issues, and other stability concerns—further improved overall stability and maintainability.",dfx.json file found - indicates ICP/Dfinity project structure
DynastyChesses/game,https://github.com/DynastyChesses/game,3,0,1,4,"The README provides a solid project overview and clear, step‑by‑step instructions for setting up a local development environment and deploying to the ICP mainnet. The structure is well‑organized with headings, emojis, and code blocks, and the grammar and formatting are generally good. However, it lacks several important elements required for a higher rating: there is no integration guide detailing how other developers might incorporate the game’s APIs or canisters into their own projects, and there are no contribution guidelines (e.g., how to submit issues, pull requests, coding standards, or testing procedures). Because of these omissions, the documentation is functional but not comprehensive, placing it at a “Fair” level.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
webstriiix/encrypted_notes,https://github.com/webstriiix/encrypted_notes,3,2,1,6,"The README provides solid setup instructions for local development, including prerequisites, cloning, building, deploying, and testing both backend and frontend components. It also outlines the project’s structure, performance metrics, and security features, which give a reasonable overview of what the project does.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week the backend was expanded with new AI service capabilities—content analysis, semantic search, abstract summarization, and a searchable index stored in stable structures—with corresponding Candid definitions, API endpoints, and storage types. The frontend gained a full AI‑enhanced search UI (AIEnhancedSearch, SearchIntegration, hooks, and services) integrated into the Notes page, and the project’s dependencies and Vite config were updated accordingly. Documentation, troubleshooting guides, and test scripts were added to describe and verify the new semantic‑search functionality.; Week of 2025-09-15: Implemented a new AI service layer that delivers intelligent content processing, personalized search, and user‑learning capabilities while staying compatible with the existing IC platform. Additional fixes were applied to enhance the AI feature’s performance. These changes broaden the platform’s functionality with AI‑driven personalization and improve overall stability.",dfx.json file found - indicates ICP/Dfinity project structure
khushi07707/smart-glasses,https://github.com/khushi07707/smart-glasses,2,0,0,2,"The README provides a thorough project description and outlines the core functionalities and vision of the Smart Glasses system, which is helpful for understanding the overall purpose. However, it lacks essential documentation elements required for developers and contributors:",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
amrshaker000/origin_trace,https://github.com/amrshaker000/origin_trace,3,0,1,4,"The README provides a solid project overview, feature list, technology stack, and clear local‑development setup steps (cloning, installing dependencies, building Tailwind, and running the dev server). It also lists available npm scripts and shows a helpful project‑structure diagram. However, the documentation is incomplete: the “Key Features Implemented” section is cut off, there are no integration or usage guides for consuming the platform’s APIs or smart contracts, and no contribution guidelines (e.g., how to submit pull requests, coding standards, testing procedures). Additionally, there is no information on environment configuration, deployment, or testing. Overall, the README covers the basics but lacks several important elements, placing it at a fair level.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
khailesh-kumar-sa/skill-it-prototype,https://github.com/khailesh-kumar-sa/skill-it-prototype,2,0,0,2,"The README provides a high‑level problem statement, a description of the three core modules (Skill Swap, Career Test, Interview Trainer), and a detailed credibility system for skill‑swap participants. However, it lacks essential documentation components:",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
baolongt/dtrack-hackathon,https://github.com/baolongt/dtrack-hackathon,3,2,1,6,"The README provides a solid project overview, lists key features, outlines the architecture, and includes a brief “Local deploy” section with commands to build and run the frontend locally. This covers the basic setup instructions and gives readers a sense of what the project does and the technology stack used.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week we delivered a product‑tagging system, adding backend support, frontend UI adjustments, and a new search capability on the account dashboard. We also standardized terminology by renaming the “wallet” entity to “account” throughout the codebase and UI, while applying minor UI tweaks and bug‑fixes. Additionally, we streamlined the local development environment with configuration improvements, making setup smoother and more consistent.; Week of 2025-09-15: The transaction history hook was updated to display currency values with up to five fractional digits instead of two, enhancing the precision of financial data shown in the frontend.",dfx.json file found - indicates ICP/Dfinity project structure
NMsby/rotatechain,https://github.com/NMsby/rotatechain.git,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
AlexandriaDAO/daopad,https://github.com/AlexandriaDAO/daopad,1,3,1,5,"The provided excerpt is only a single fragment of text and does not constitute a README. It lacks any of the essential elements required for a proper evaluation—there is no project description, no setup instructions for local development, no integration guide, and no contribution guidelines. Because the documentation content is essentially nonexistent, it cannot be assessed for clarity, structure, grammar, or formatting. Consequently, it receives the lowest rating.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: Implemented revshare distribution for ALEX stakers and a per‑user LP‑locking model, completed a basic security audit, and refreshed the frontend to improve stability and UI experience. Separated the Daopad and Konglocker components for better modularity and added new Claude‑powered GitHub Actions workflows—including automated code‑review and PR‑assistant pipelines—enhancing CI/CD and AI‑driven development assistance. Together, these updates strengthen token economics, security, and user experience while streamlining the architecture and boosting productivity and code quality.; Week of 2025-09-08: This week we introduced a new deployment workflow that removes the kong‑locker dependency, added domain‑registration support, and delivered a V1 lock canister complete with a functional UI and basic API documentation. We also refined the user interface with general upgrades, specific kong‑locker tweaks, and a thorough frontend cleanup and refactor to improve maintainability and UI consistency. Together, these changes streamline deployment, expand core locking functionality, and enhance the overall user experience.; Week of 2025-09-15: Implemented a new frontend interface for DAO settings, user role management, and voting, migrated to the shadcn component library, and refactored the backend to introduce Orbit wallet references while cleaning up redundant documentation. Added support for creating Orbit wallets for locked tokens, enabling direct management and interaction with locked token assets. These changes enhance UI consistency, expand wallet capabilities, and streamline developer resources for more efficient token handling and governance workflows.",dfx.json file found - indicates ICP/Dfinity project structure
AIO-2030/alaya-network,https://github.com/AIO-2030/alaya-network,2,2,1,5,"The README provides a high‑level project description, a table of contents, and a detailed “What’s New” changelog, which are useful for understanding the project’s purpose and recent architectural changes. However, the essential sections that would make the documentation comprehensive are missing from the excerpt:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: The device‑info manager was integrated into the backend, adding the `bincode` crate as a new dependency in the Cargo lock file. Submodule references for both the `aio-base-backend` and `alaya-chat-nexus-frontend` were updated to newer commits. These updates improve data serialization support and keep the front‑end and back‑end components synchronized.; Week of 2025-09-08: This week a comprehensive Device Initialization System was introduced, expanding the Bluetooth‑first IoT onboarding flow to six steps with activation‑code handling and Tencent Cloud verification, and updating the deviceInitManager and related services. The README was extensively revised to document the new architecture, flow, and UI components. The frontend subproject was also advanced to a newer commit, bringing in the corresponding implementation changes.; Week of 2025-09-15: Implemented full architectural independence between aio‑base‑frontend and alaya‑chat‑nexus‑frontend, adding dedicated AIO protocol runtime files (`AIOProtocolExecutor.ts`, `AIOProtocolTypes.ts`) and independent build scripts (`build-aio-base-frontend.sh`, `build-alaya-chat-nexus.sh`, `build-all-projects.sh`). Updated documentation (README and a new PROJECT_ARCHITECTURE_INDEPENDENCE.md) to reflect the new modular structure and added ALAYA network protocol integration details. The changes eliminate cross‑project dependencies, enabling each frontend to be compiled, deployed, and maintained separately, improving scalability and maintainability.",dfx.json file found - indicates ICP/Dfinity project structure
dhaniverse/dhaniverse,https://github.com/dhaniverse/dhaniverse,3,3,1,7,"The README provides a solid high‑level overview of the project—its purpose, tech stack, key features, and a clear directory layout. It also includes useful quick‑link references to live demo, documentation, design, and architecture resources, and the licensing terms are clearly stated.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week we introduced a comprehensive ban‑management system with UI components, AuthContext integration, and a MongoDB‑backed AdminPage dashboard, added real‑stock API integration with batch price fetching and a transaction‑hydration layer that provides detailed portfolio analytics, and expanded chat and profile features with API‑driven balance loading, persistent skin data, customizable avatars, colored usernames, and mandatory loaders.  

We also refined the UI throughout the app—fixing player depth ordering, label styling, Escape‑key handling, disabling intro animations on selected routes, adding a RevealOnScroll component, and upgrading the video player with a glowing effect—while addressing bugs in Azure workflow secrets, animation frames, and profile‑page logic.  

These updates strengthen moderation, enrich financial and social interactions, and deliver a more polished, reliable, and visually consistent user experience.; Week of 2025-09-08: This week we delivered a full deployment toolkit for frontend assets on the Internet Computer—including a safe script with cost estimation, cycle checks and detailed instructions—while adding a new minimap with advanced smoothing and precise player positioning, real‑time stock data streaming with subscriptions, and a complete Server‑Sent Events system for room/connection management and HTTP subscriptions.  

We also enhanced the Game HUD (online‑player tooltips, smoother chat animations and auto‑scroll), optimized the LocationTracker for faster visibility updates, refined interaction‑text handling in MayaNPCManager, improved onboarding flow, and relocated the DesktopWarning component to the GamePage.  

Performance and monitoring were boosted via Vercel Speed Insights integration, dependency updates, HTTP‑outcall refactoring and removal of extraneous logging, resulting in a more stable, responsive, and user‑friendly experience.; Week of 2025-09-15: This week we added a production‑ready MongoDB integration, generated TypeScript/DID interfaces, and a foundational HTTP client while refactoring the backend canister and price‑feed services to include robust error handling and full historical price‑history tracking with CBOR support. Authentication was overhauled with cookie‑based sessions, cross‑domain JWT support, and new sign‑in methods (Google, Magic Link, Internet Identity), alongside expanded CORS, .well‑known asset handling, and a suite of navigation/redirect utilities for the Next.js front‑end. Together these changes boost type safety, data reliability, security, performance, and analytics across the stack.",dfx.json file found - indicates ICP/Dfinity project structure
Oansa/Celestial,https://github.com/Oansa/Celestial,4,0,1,5,"The README provides a solid project overview, clear feature list, and a well‑structured layout. It includes comprehensive setup instructions for local development (prerequisites, DFX installation, dependency installation, starting the replica, deploying canisters, and running the frontend). Build and deployment steps for production are also covered, along with useful scripts and a brief canister configuration summary.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
sirrauf/KuSehat-Web3,https://github.com/sirrauf/KuSehat-Web3,2,2,0,4,"The README provides a general project description, a feature list, team information, and a list of required tools, which gives a basic overview of the project. It also includes a rudimentary “how to run the server locally” section, but the instructions are incomplete, inconsistently formatted, and lack essential details (e.g., exact commands for installing dependencies, configuring API keys, starting the web server, or setting up the Web3 components).","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: A new Luno API endpoint was added to the Flask backend (available at http://127.0.0.1:8000/api/luno) and the documentation was updated to reflect the new URL. The same archive file (API‑Flask‑KuSehat.rar) was added and then removed twice, indicating a cleanup of temporary artifacts. Overall, the week introduced the Luno API feature and kept the repo tidy.; Week of 2025-09-08: Implemented full KuSehat API back‑ends for both Flask and Motoko, added comprehensive usage documentation, and introduced a file‑upload feature for direct user file submissions. Throughout the week we also performed extensive cleanup—removing obsolete archive files, outdated documentation, and an unused directory—while applying numerous minor updates and fixes. These changes deliver new, functional API endpoints, improve developer experience, and streamline the codebase for easier maintenance.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
crtzn/know_fi,https://github.com/crtzn/know_fi,3,2,1,6,"The README provides a solid general project description, outlining the vision, key features, and an architecture overview with backend canisters and frontend stack. However, it lacks essential practical information: there are no setup instructions for getting the project running locally (e.g., cloning the repo, installing dependencies, building Motoko canisters, or starting the Next.js dev server), no integration guide for using the platform’s APIs or SDKs, and no contribution guidelines (how to submit issues, pull requests, coding standards, etc.). The formatting is uneven, with broken sentences and some grammatical issues, which further reduces clarity. Overall, the documentation covers the “what” but omits the “how,” placing it at a fair (3) level.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: Implemented a responsive redesign of the login page by adding Tailwind CSS breakpoints, adjusting padding, margins, container widths, and image sizes for various screen sizes. Updated the markup to use flexible layout classes, refined the thought‑bubble graphics, and improved overall visual hierarchy. This enhances the user experience on mobile, tablet, and desktop without introducing new files.; Week of 2025-09-15: Added a new “KnowCreates” interface to the frontend, introducing a dedicated dashboard page ( creates/page.tsx ) and a full set of step‑by‑step components (createStep1‑4, creatorsPage, knowCreates, knowCreatesContribute) for handling contribution workflows. Supporting assets, such as a background image, were also added. This expands the existing dashboard with a complete UI for creating and contributing content.",dfx.json file found - indicates ICP/Dfinity project structure
rodweleo/neuroverse-studio,https://github.com/rodweleo/neuroverse-studio,3,3,1,7,"The README provides a solid high‑level description of the project—overview, background, and feature list are clear and well‑written, and the Table of Contents gives a sense of the intended structure. However, the critical sections for developers are missing: there are no concrete setup or installation instructions for local development, no usage or integration guide, and the “Contributing”, “License”, and “Contact” sections are only listed in the TOC without any content. Consequently, while the documentation is readable and grammatically sound, it lacks the essential practical details needed to get the project up and running or to contribute to it. This places it at a “fair” level—basic information is present, but important elements are absent.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: Implemented a token‑transfer modal (with new `TokenTransferStatus` type and ledger canister configs for ICP and ckETH) and integrated it into the Dashboard UI. Added backend delete endpoints for agents and tools, introduced corresponding frontend hooks, UI components, and a loading‑fallback component to improve agent management. Refactored imports, renamed the conversation service file, updated query keys and UI styling across multiple components, enhancing consistency and user experience.; Week of 2025-09-08: This week we added a complete document‑management feature, introducing Motoko types for files and vet‑keys and corresponding frontend services for uploading, downloading, and access control. The UI was refreshed with a new layout/footer, improved index page design, separate login/signup buttons, and an enhanced token‑transfer flow that uses a new IcrcLedgerCanister utility and mutation hook. Additional updates include adding the ic‑vetkeys dependency, enabling canister optimization, and various related UI and configuration tweaks.; Week of 2025-09-15: This week the team added a form‑reset to the AgentCreationForm, introduced an account‑to‑account token‑transfer hook, refined the payment modal’s error handling and tool selection, optimized token‑formatting utilities, refactored the agent module, and updated HTML meta tags for better SEO. A new Aurora component was created to deliver customizable dynamic background effects, which was integrated into the CallToAction section and the index page along with new gradient utility classes. Together these changes streamline agent creation and payment flows, improve token handling reliability, and enhance the site’s visual styling and discoverability.",dfx.json file found - indicates ICP/Dfinity project structure
syahiidkamil/living-internet-protocol,https://github.com/syahiidkamil/living-internet-protocol,4,1,1,6,"The README provides a solid overview of the project, clearly describing its purpose, key features, and technology stack. It includes comprehensive local development setup instructions (prerequisites, cloning, dependency installation, local replica start, canister deployment, and frontend server launch) and details on testing and deployment for both local and mainnet environments. A “How It Works” section explains the verification flow, NFT minting, and forum usage, giving readers a functional understanding of the system. Contribution guidelines are referenced via a link to a CONTRIBUTING.md file.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Implemented three new front‑end pages—SocialMediaDemo, MerchantDashboard, and a standalone CaptchaWidget—by adding their source files and extending the app’s view routing to include “demo” and “dashboard” options. App.tsx was updated to import these components, default to the demo view, and detect a `widget=true` query parameter to render only the CaptchaWidget, with new navigation buttons styled for the added pages. These changes expand the demo capabilities and provide a dedicated merchant dashboard while preserving existing playground, forum, and marketplace functionality.",dfx.json file found - indicates ICP/Dfinity project structure
dariuszdawidowski/jrpg-stellar-engine,https://github.com/dariuszdawidowski/jrpg-stellar-engine,3,1,0,4,"The README provides a clear project title, a concise “About” section, and basic usage pointers such as a quick‑start (open the demo HTML), the supported map format, and a CDN link for integration. However, it lacks detailed setup instructions for local development (e.g., how to install dependencies, run the build, or start a development server). There are no contribution guidelines, issue‑reporting instructions, or a code‑of‑conduct, and the “Release” section only mentions version bumping without explaining the full release workflow. Overall the documentation is functional but missing several key elements that would make it comprehensive, placing it at a “fair” level.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: The canvas sizing logic in src/view.js was updated to use document.body.clientWidth and document.body.clientHeight instead of the full window dimensions, ensuring the game canvas fits within the page layout. This adjustment preserves centering and pixel‑perfect scaling while no other files were added, removed, or renamed.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
Ma7moud12975/ATOS-fit,https://github.com/Ma7moud12975/ATOS-fit/tree/main,2,2,1,5,"The README provides a good high‑level overview of the project (purpose, features, privacy stance, and a partial technical stack) and includes a nice table of contents with sections such as “Getting Started” and “Contributing.” However, the actual content for those sections is missing from the excerpt – there are no concrete setup instructions (prerequisites, installation steps, local development commands), no integration guide, and the “Contributing” section is not fleshed out. The technical‑stack list is cut off mid‑sentence, indicating incomplete documentation. While the description and feature list are clear and well‑formatted, the lack of essential practical information makes the documentation insufficient for a new developer to get the project running or to contribute. Consequently, it falls into the “Poor” category.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: Implemented a file‑upload feature, adding UI support in index.jsx and updating the README with usage instructions. Minor updates and bug fixes were also applied, polishing existing functionality. These changes enhance user interaction, documentation clarity, and overall stability.; Week of 2025-09-15: This week we delivered several minor updates and bug fixes, refining existing functionality and enhancing overall stability and performance.",dfx.json file found - indicates ICP/Dfinity project structure
nikhlu07/H.E.L.I.X.,https://github.com/nikhlu07/H.E.L.I.X.,2,2,1,5,"The README provides a vivid project description, mission statement, and some contextual background, which helps readers understand the purpose of H.E.L.I.X. However, it lacks essential practical documentation. There are no setup instructions for local development (e.g., cloning the repo, installing dependencies, configuring environment variables, or running the React/FastAPI services). No integration guide is present to explain how the front‑end, back‑end, and Internet Computer components connect, nor are there API specifications or usage examples. Contribution guidelines (code style, branching model, pull‑request process, issue filing, etc.) are missing entirely. While the formatting is visually appealing and the headings are clear, the missing core sections constitute significant gaps, resulting in a “Poor” rating. If the missing sections were added, the score could rise substantially.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: Minor updates and fixes; Week of 2025-09-15: This week the repository was cleaned up by deleting duplicate and unnecessary documentation, installation scripts, deployment scripts, and redundant environment/requirements files, streamlining the project structure. No new features were added; the focus was on reducing clutter and improving maintainability.",dfx.json file found - indicates ICP/Dfinity project structure
Web3-Iligan/LikAI,https://github.com/Web3-Iligan/LikAI,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
