original_job_id,job_id,title,institution,company_id,location,experience_years_required,experience_level,field_of_study,salary_min,salary_max,published_at,expires_at,status,real_total_applicants,real_total_engagements
1420000000-090000000000000000-00104,761136e9-3f24-58fe-8b52-be99914a1afc,Networking and Internet Technology Teacher (A1),RWANDA TVET BOARD,445f077e-502f-5357-9104-6a4bc44ae644,Huye,0,entry,"Business, Administration and Law",220000,265764,23/08/2026,17/04/2027,active,2279,2279
4600000000-801101190000000000-00068,818e05da-09c3-58f8-8186-5a8843e3b03c,Accountant,RWAMAGANA DISTRICT,c3234125-c1c3-52c4-bec2-cfb7c4453587,Rwamagana,0,entry,"Business, Administration and Law",220000,293201,03/06/2026,04/12/2026,active,1183,1183
6400000000-308811010700000000-00098,7de1d39e-db12-566f-93e8-aaf92ef78c56,Transit center coordinator,RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Rubavu,2,mid,Education,450000,595812,22/07/2026,14/02/2027,active,64,64
2903000000-902001000000000000-00054,1a7bb4e2-e7e4-5861-b09b-1ba0fd991930,Forest Specialist,RWANDA FORESTRY AUTHORITY,db8947ee-6112-5748-b14c-a84efb32d51e,Burera,3,mid,"Agriculture, Forestry, Fisheries and Veterinary",475000,561017,13/08/2026,03/02/2027,active,340,340
1413000000-901050000000000000-00127,816c83c2-c1aa-5a48-a3a6-6d2c0fb55d46,Mathematics teacher A1,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Burera,0,entry,Education,220000,258640,06/09/2026,08/12/2026,active,115,115
5600000000-801302000000000000-00073,6fdecade-ba30-5192-aa0d-d33246334e59,Health and Sanitation Officer,RUBAVU DISTRICT,2e4a68ad-17b3-52cb-8477-bdcc3192a60e,Rubavu,0,entry,"Natural Sciences, Mathematics and Statistics",220000,270381,24/06/2026,08/01/2027,active,529,529
1500000000-101500000000000000-00039,02514991-3ccd-5418-8eee-7cc41be5bd3a,Events Organization and Management Specialist,Ministry of Sports,9831ad06-f61e-56c4-a943-a5d244f4b6ae,Ngoma,1,entry,"Business, Administration and Law",425000,565534,21/08/2026,18/03/2027,active,731,731
5700000000-080101010200000000-00038,fc6812c7-2f3a-5285-a034-1e3856de89ae,Land Valuattion Officer,KARONGI District,850a9fe3-e6e6-5af6-a956-e50c7dad50c9,Karongi,0,entry,"Business, Administration and Law",220000,305516,22/10/2026,17/05/2027,active,1665,1665
4800000000-801103210000000000-00070,f6859aea-86a3-52f9-8034-aaa0f69073de,Animal Resources Officer,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Natural Sciences, Mathematics and Statistics",220000,260329,07/07/2026,04/02/2027,active,32,32
5200003001-020000000100000000-00030,6f4e7282-6306-54bf-b183-0766ed2462b5,Head of Lab A0,NYANZA DISTRICT,59f60bc1-38a0-554a-8be5-c603b26aa28b,Rusizi,0,entry,Health and Welfare (Health and Medical Sciences),220000,266106,15/10/2026,09/04/2027,active,112,112
5200003001-201200000000000000-00008,ab22c8e4-1881-5da8-9fd0-447820ec0ca0,Infrastructure Maintenance Officer A1/A0,NYANZA DISTRICT,59f60bc1-38a0-554a-8be5-c603b26aa28b,Nyarugenge,0,entry,"Engineering, Manufacturing and Construction",220000,290952,24/08/2026,12/02/2027,active,412,412
1400000000-101105000000000000-00029,31a86772-5b0a-5831-badb-57e193c33456,Human Resource Specialist,Ministry of Education,22bcc10b-e8c4-5b9e-9294-54c41b569b8b,Gicumbi,3,mid,"Business, Administration and Law",475000,595432,28/09/2026,25/04/2027,active,30,30
1804000000-902104000000000000-00007,9e68bb9b-46c1-5189-8c24-edd1a37fd624,Complex Building Senior Mechanical Engineer,RWANDA HOUSING AUTHORITY,56d2f24d-b50d-5a99-94e4-02af46b5acaf,Gakenke,5,senior,"Engineering, Manufacturing and Construction",525000,621111,10/06/2026,07/01/2027,active,49,49
5900003001-020000000300000000-00013,b0c90ff8-a6fa-57e5-a6f1-e49e97bef637,Cashier A2,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,"Business, Administration and Law",220000,267699,19/06/2026,28/11/2026,active,3775,3775
1417000000-301101070501000000-02532,eb2a1f6d-6cc4-5882-ad34-e5d8388b11e0,"Assistant Lecturer  School of Arts, Languages and communication studies- CASS",UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Gakenke,2,mid,"Natural Sciences, Mathematics and Statistics",450000,532326,15/09/2026,04/04/2027,active,35,35
2201001001-901303000000000000-00005,a7ed5b6f-6949-52c0-b275-486620fadfa9,Livelihood Development Specialist,RWANDA ENVIRONMENT MANAGEMENT AUTHORITY,42d71c20-d5d9-5490-ab5d-33c95b2de8c7,Gicumbi,7,lead,"Business, Administration and Law",575000,800999,12/07/2026,14/11/2026,active,299,299
1800000000-101101050000000000-00018,7fc75c6a-e829-5cb3-b812-2a7921c3c238,Urban and Rural Settlement Senior Engineer,Ministry of Infrastructure,02256b11-7514-502e-85c5-4b5ed28c00b5,Bugesera,3,mid,"Engineering, Manufacturing and Construction",475000,554252,15/06/2026,06/12/2026,active,237,237
4900003001-020000000200000000-00026,c082ceb6-aac2-54ef-a831-d28fca663e70,"Nurse, Head of Department/Matron A1/A0",GISAGARA DISTRICT,94bd2c31-0100-5f48-baa1-b15508b12050,Burera,0,entry,Health and Welfare (Health and Medical Sciences),220000,300194,20/07/2026,05/03/2027,active,0,0
2306000000-901201020000000000-00038,8dc383e6-69ea-501a-95bd-887af892935c,Store keeper,RWANDA DEMOBILIZATION AND REINTEGRATION COMMISSION,163d42bb-aceb-596c-afd9-e2b43bb5cc68,Nyamagabe,0,entry,"Business, Administration and Law",220000,301865,11/09/2026,02/03/2027,active,1143,1143
4600000000-801101060000000000-00013,636ad309-c28a-58bc-93ae-830b970d7f45,Director of Agriculture and Natural Resources,RWAMAGANA DISTRICT,c3234125-c1c3-52c4-bec2-cfb7c4453587,Rwamagana,3,mid,"Business, Administration and Law",475000,577126,10/07/2026,21/11/2026,active,690,690
5400003001-380101000000000000-00004,2129c7d8-c699-5dc8-a271-49646fb0dc60,Logistics Officer,RUSIZI DISTRICT,ccdd88e7-36d4-5f77-8419-148f566e219f,Rusizi,0,entry,"Business, Administration and Law",220000,288364,08/08/2026,15/12/2026,active,1799,1799
1606000000-999011010110000000-00068,232fd1bf-9056-5dde-9b0f-5cd410d98671,Cosmetics Registration Specialist,RWANDA FOOD AND DRUGS AUTHORITY,0ca9c11c-8d09-5737-9fd5-50da983015af,Rusizi,3,mid,"Natural Sciences, Mathematics and Statistics",475000,586225,26/10/2026,28/05/2027,active,7,7
6200003001-201025000000000000-00009,469905d7-4883-51df-9fc7-ff7a992d20a2,Data Manager A1/A0,GICUMBI DISTRICT,afc9e29c-6db0-54ae-91bc-4cb20c590c45,Gicumbi,0,entry,"Business, Administration and Law",220000,294869,05/06/2026,28/11/2026,active,2261,2261
2701000000-901300000000000000-00043,640c5af0-3f84-5ee4-aa0d-402d09bdb317,Estate Manager,RWANDA CULTURAL HERITAGE ACADEMY,38eee470-33b6-5762-b22e-90e46dbfbd16,Muhanga,0,entry,"Engineering, Manufacturing and Construction",220000,278914,25/06/2026,14/02/2027,active,285,285
1800000000-101001000000000000-00064,13c6be0e-e1e1-5821-b8d4-07e6851144e0,Legal Affairs Specialist,Ministry of Infrastructure,02256b11-7514-502e-85c5-4b5ed28c00b5,Nyagatare,3,mid,"Business, Administration and Law",475000,623045,28/06/2026,19/02/2027,active,19,19
1413000000-901050000000000000-00146,0bc1acc4-6937-5c3e-a4db-4cf8ae37b644,Physics and Geography teacher A0,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Nyarugenge,0,entry,Education,220000,303782,23/06/2026,25/12/2026,active,933,933
0901000000-140501010000000000-00135,4c56bfc5-9f75-5f63-afd2-d255784464ce,Maize Agronomist Associate Research Fellow,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Gasabo,3,mid,"Natural Sciences, Mathematics and Statistics",475000,573324,07/10/2026,02/06/2027,active,12,12
6300000000-801304000000000000-00096,a533fa66-ad48-571b-9ddf-c7e5e927a779,Site Technician,MUSANZE DISTRICT,429cf6c7-e319-5db8-b32d-d396baa1f819,Musanze,3,mid,"Natural Sciences, Mathematics and Statistics",475000,550975,18/10/2026,03/06/2027,active,549,549
2304000000-140101010000000000-00058,e681f1fd-7aeb-57f3-b33a-210bad0983ad,Enumerators,Rwanda Governance Board,16aa26c6-7d7f-5ece-ba8e-a77b34cd49f8,Gicumbi,0,entry,Education,220000,300368,22/09/2026,05/04/2027,active,7631,7631
1413000000-901050000000000000-00203,bebab3be-4dc2-5fb1-bf6b-3b8d4182021f,Literature in English and Kinyarwanda teacher A0,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Gasabo,0,entry,Education,220000,253387,09/10/2026,10/02/2027,active,1320,1320
5700003001-212200000000000000-00002,b1a339a5-f3b9-53ed-9ff5-a6b5e7d55d5e,Data Manager and Statistician,KARONGI District,850a9fe3-e6e6-5af6-a956-e50c7dad50c9,Karongi,0,entry,"Business, Administration and Law",220000,278313,12/06/2026,26/12/2026,active,482,482
1200000000-101102020000000000-00042,a13f7e44-1dee-5f41-8575-e843abd508da,Budget Policy Formulation and Reforms Analyst,Ministry of Finance and Economic Planning,8a7a1c75-89f5-5834-82ab-5d468cc98899,Kayonza,3,mid,"Business, Administration and Law",475000,617916,03/07/2026,24/10/2026,active,19,19
5200003001-020000000100000000-00027,9674f198-d8f1-5f5b-8586-c33fe773cff5,"Nurse, Head of Department/Matron A0",NYANZA DISTRICT,59f60bc1-38a0-554a-8be5-c603b26aa28b,Bugesera,0,entry,Health and Welfare (Health and Medical Sciences),220000,270836,21/07/2026,29/01/2027,active,117,117
4100003001-218901000000000000-00001,5c9e9667-c047-5353-b770-a30944960af0,Director of Quality Assurance Management Unit,BUGESERA DISTRICT,c8a4c97f-7988-5f08-822d-7183bfec5e8e,Bugesera,1,entry,Education,425000,495804,18/09/2026,03/03/2027,active,494,494
1419008000-301200000000000000-00011,2a8897b4-2ee6-5fbf-8228-63130d6c5564,Director of Administration and Finance,RP GISHARI COLLEGE,1f0c9a5e-84bc-5e46-b807-a1ee7596bea3,Ngoma,3,mid,"Business, Administration and Law",475000,585606,10/06/2026,12/10/2026,active,82,82
1200000000-101105070000000000-10337,e5a3efce-bdd3-5238-987b-51b777fd5cb1,Business Analysis Specialist,Ministry of Finance and Economic Planning,8a7a1c75-89f5-5834-82ab-5d468cc98899,Karongi,3,mid,"Business, Administration and Law",475000,632599,07/09/2026,05/04/2027,active,166,166
0106000000-901207000000000000-00061,080a6a54-6e23-5ce3-98c6-b8249cecd774,Call Center Operator,OMBUDSMAN OFFICE,2db0e48f-fd0e-538c-b131-0c4af41f35f6,Kicukiro,0,entry,"Business, Administration and Law",220000,267033,01/10/2026,07/04/2027,active,3182,3182
1903000000-150104020000000000-00003,8347485b-4a0e-5824-b663-776dd99f12c0,Call Center Liaison Officer,RWANDA INFORMATION SOCIETY AUTHORITY,9bb84a42-8cd4-5d59-80cf-5b9583db52fa,Bugesera,0,entry,"Business, Administration and Law",220000,273741,18/07/2026,14/11/2026,active,1763,1763
1412009000-312065000000000000-00414,4de2af0e-cbd5-5f48-aecd-b7696df2c2f3,Assistant Lecturer   in Kinyarwanda,RP MUSANZE COLLEGE,989442ff-65f9-5a8f-b7be-b738789db8ba,Musanze,0,entry,Arts and Humanities,220000,302010,21/09/2026,07/04/2027,active,7,7
1400000000-101102030000000000-00037,a7500658-e70c-5d78-bf69-1278f8580ccb,Special Needs Education Specialist,Ministry of Education,22bcc10b-e8c4-5b9e-9294-54c41b569b8b,Gakenke,3,mid,Education,475000,642859,01/09/2026,21/03/2027,active,113,113
5800000000-801101032700000000-00069,e19f833e-3d7b-5d99-8c1c-e9fa8c8ec84c,Agriculture and Natural Resources Officer,NGORORERO DISTRICT,03e7a4e2-5073-53f7-bef5-778974608c8a,Gasabo,0,entry,"Business, Administration and Law",220000,270785,16/08/2026,25/11/2026,active,550,550
0106000000-901203000000000000-00034,2254a3ec-1a1b-56c3-aae8-d8f5326f997e,Educational and Awareness Specialist,OMBUDSMAN OFFICE,2db0e48f-fd0e-538c-b131-0c4af41f35f6,Huye,3,mid,"Business, Administration and Law",475000,628871,01/09/2026,08/02/2027,active,1115,1115
2600000000-101100000000000000-00014,c665ffa0-3eb2-5a3b-a2cd-7591c2d0446a,Child Promotion and Protection Policy Specialist,Ministry of Gender and Family Promotion,178f4856-6220-5693-9c65-dbd3b979fd97,Rutsiro,3,mid,Education,475000,596709,02/08/2026,20/02/2027,active,140,140
2001000000-901101000000000000-00036,7467f714-98ee-5c75-8079-9b65d2e40ccd,Estate Manager,Rwanda Management Institute,f7c407b6-cb3a-57e5-97dc-abfc35a84413,Bugesera,0,entry,"Engineering, Manufacturing and Construction",220000,255493,19/10/2026,05/02/2027,active,578,578
0901000000-140501080000000000-00109,daeaecb1-5177-5a14-bf70-50797ac1ebf4,Plant Pathologist Research Fellow,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Musanze,8,lead,"Natural Sciences, Mathematics and Statistics",600000,717752,09/06/2026,20/09/2026,active,8,8
6400003001-215011000000000000-00004,2cc50e31-a351-5df1-8f62-b1a1e1fa71e7,Cashier A2,RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Nyamasheke,0,entry,"Business, Administration and Law",220000,276342,07/07/2026,09/10/2026,active,202,202
1606000000-901000000000000000-00109,f49bc215-e92e-56fb-9a48-7c9b30ad5a4b,Advisor to DG,RWANDA FOOD AND DRUGS AUTHORITY,0ca9c11c-8d09-5737-9fd5-50da983015af,Karongi,3,mid,"Business, Administration and Law",475000,571077,30/06/2026,20/11/2026,active,1751,1751
1417000000-301101080801000000-00802,37a9e048-d81b-5f4a-abf8-02504dadd5cb,Topography Technician School of Agricultural Mechanization- CAFF,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Gasabo,2,mid,"Engineering, Manufacturing and Construction",450000,583160,22/09/2026,09/04/2027,active,77,77
2701000000-901201000000000000-00012,7dbb34db-5046-54b0-8c87-bdd538b012e7,History & Socio- Cultural Anthropology Research Specialist,RWANDA CULTURAL HERITAGE ACADEMY,38eee470-33b6-5762-b22e-90e46dbfbd16,Huye,3,mid,Education,475000,613073,16/07/2026,20/01/2027,active,112,112
1802000000-901501000000000000-00019,95a643ad-4073-530c-9f77-2374c95f40e9,Inland Water Transport Senior Engineer,RWANDA TRANSPORT DEVELOPMENT AGENCY,acb46cb6-5ce1-5add-a2e8-684046beb7a0,Muhanga,3,mid,"Services, Tourism and Hospitality",475000,655951,11/07/2026,21/12/2026,active,15,15
6400003001-215011000000000000-00150,80ada8cf-cfe0-5ea7-826a-b261a6c7225a,Driver,RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Nyagatare,0,entry,Information and Communication Technologies (ICTs),220000,287391,11/07/2026,03/02/2027,active,96,96
6900003001-201602000000000000-00001,f340388f-a561-5c74-844a-6343baaae4e0,Director of Education and Research Unit,GASABO DISTRICT,0eb370b0-03ce-502d-98e9-68c3995e2b34,Gasabo,5,senior,Education,525000,650276,18/10/2026,04/02/2027,active,178,178
6600003001-020000000200000000-00013,057c6363-5b6c-55ec-b513-699b521edc3f,Cashier A2,RUHANGO DISTRICT,47f78d9e-5fd5-57bf-aa7f-abb47fe487df,Rusizi,0,entry,"Business, Administration and Law",220000,268130,05/06/2026,23/01/2027,active,1188,1188
0901000000-140502000000000000-00041,caf02848-08df-5bc2-9b47-cbe7ac963912,SS Irrigation Engineer,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Rusizi,0,entry,"Natural Sciences, Mathematics and Statistics",220000,300331,28/06/2026,21/01/2027,active,1867,1867
5100003001-020000001900000000-00007,b441de57-ed85-5ff0-9917-9f4a9518d4ef,Head of Anesthesia Technician A0,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Rwamagana,0,entry,Health and Welfare (Health and Medical Sciences),220000,258768,24/08/2026,17/01/2027,active,2,2
2903000000-902000000000000000-00058,5a94fdaa-e58d-5303-ad39-0fdad2953c06,Procurement Specialist,RWANDA FORESTRY AUTHORITY,db8947ee-6112-5748-b14c-a84efb32d51e,Bugesera,3,mid,"Business, Administration and Law",475000,579671,23/07/2026,30/12/2026,active,383,383
4800003001-020000001100000000-00012,7d298f10-736d-512d-9398-d04435475116,Cashier A2,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Business, Administration and Law",220000,303920,22/10/2026,06/05/2027,active,3773,3773
1605000000-901101060300000000-00150,780ee273-b08a-5e88-84cc-c72b3a03f495,Cancer Diseases Senior Officer,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Nyamasheke,0,entry,Health and Welfare (Health and Medical Sciences),220000,258482,01/10/2026,23/05/2027,active,371,371
2205000000-140200000000000000-02088,d7ab43d9-3d3a-5e76-a072-d6ee58394152,Mining Engineer (Contractual),"Rwanda Mines,petroleum And Gas Board",1d3e4db1-00f0-5eca-8451-c3f669797a62,Rusizi,0,entry,"Engineering, Manufacturing and Construction",220000,278265,24/06/2026,22/10/2026,active,332,332
5400003001-211109000000000000-00002,6a7ed898-ab81-57fe-b8e7-fcaa6c7ce17b,Data Manager  and Statistician A1/A0,RUSIZI DISTRICT,ccdd88e7-36d4-5f77-8419-148f566e219f,Rusizi,0,entry,"Business, Administration and Law",220000,266722,02/07/2026,24/02/2027,active,1309,1309
6700003002-201600000000000000-00091,6c408f93-b054-511c-9157-c0d343513cfa,Data Manager and Statistician A1/A0,NYARUGENGE DISTRICT,a2b8ef6e-e02d-5006-a38e-552ee5469538,Nyarugenge,3,mid,"Business, Administration and Law",475000,562748,06/10/2026,24/03/2027,active,5,5
1001000000-140203030000000000-00005,804ba00c-7aa9-5cfd-91c6-03300308c7e9,Laboratory Attendant,RWANDA STANDARDS BOARD,2359a6c3-9b45-5036-9b52-03c3fd918bfc,Rubavu,0,entry,"Natural Sciences, Mathematics and Statistics",220000,269293,11/09/2026,01/02/2027,active,1603,1603
1412002000-312061000000000000-00201,9ecdf0ea-bf17-5311-8024-66e9ac69379f,Instructor in Electronics and Telecommunication Tecnology,RP TUMBA COLLEGE,b4ac750b-a2c8-509c-a7d2-ba186be70088,Huye,2,mid,Information and Communication Technologies (ICTs),450000,625018,27/07/2026,26/10/2026,active,151,151
6200003001-020000000200000000-00264,d199ed3f-36b7-54d3-8cf2-7c43a33fc0f2,Social Worker A2,GICUMBI DISTRICT,afc9e29c-6db0-54ae-91bc-4cb20c590c45,Gicumbi,0,entry,Health and Welfare (Health and Medical Sciences),220000,300859,07/10/2026,02/02/2027,active,9,9
7000000000-801203130100000000-00003,746d8c44-aa2c-5faf-bb6a-4098b5586828,Landscape Designer,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Karongi,5,senior,Information and Communication Technologies (ICTs),525000,709082,10/06/2026,27/01/2027,active,87,87
1412001000-301205040000000000-00181,af3da85b-9bfc-539c-991b-3336978d1a82,Instructor in Biomedical Equipment Technology,RP KIGALI COLLEGE,98dd66ee-6500-5d25-ae65-e5c8c8b7e2ca,Kayonza,3,mid,"Engineering, Manufacturing and Construction",475000,561405,11/06/2026,05/01/2027,active,79,79
6100003001-020000001700000000-00101,a2d87105-cbf5-556a-a93b-4ea699df4520,Head of Health Center,BURERA DISTRICT,c4128617-4671-5d0c-90db-21350d0dfb04,Burera,5,senior,"Business, Administration and Law",525000,670679,10/06/2026,22/10/2026,active,0,0
1417000000-301101161103000000-00914,6ebdcb55-d952-53ed-a2b2-5708f9ae32ab,Lab Technician School of Engineering- CST,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Nyamagabe,1,entry,"Engineering, Manufacturing and Construction",425000,572076,24/08/2026,12/04/2027,active,57,57
6600003001-020000002200000000-00003,2abf0d1e-2562-50f4-95b4-8413e605b3ce,Procurement Officer,RUHANGO DISTRICT,47f78d9e-5fd5-57bf-aa7f-abb47fe487df,Burera,0,entry,"Business, Administration and Law",220000,273419,26/09/2026,24/02/2027,active,0,0
1420000000-114011000000000000-40181,beb5e56a-88a7-567d-b570-9bfaebf86efc,Logistician,RWANDA TVET BOARD,445f077e-502f-5357-9104-6a4bc44ae644,Gakenke,0,entry,"Business, Administration and Law",220000,278290,12/07/2026,19/01/2027,active,5032,5032
7000000000-801203080400000000-00242,2a9b242a-282f-5af9-a1c5-81253b316e12,Director of HR & Administration Unit,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Bugesera,5,senior,"Business, Administration and Law",525000,663932,28/06/2026,18/12/2026,active,105,105
1412002000-312062000000000000-00326,273e1a5e-8b10-527a-99e0-94f74c5e0e2d,Workshop assistant in Elctrical  and Electronics engeneering,RP TUMBA COLLEGE,b4ac750b-a2c8-509c-a7d2-ba186be70088,Kayonza,0,entry,Information and Communication Technologies (ICTs),220000,255534,16/10/2026,18/02/2027,active,422,422
4300000000-801101120000000000-00070,e8a92126-2469-5834-99a4-1ee2ce6d75c0,Animal Resources Officer,KAYONZA DISTRICT,285e5a0c-eb3a-5553-8cdb-bb6b227b586d,Kayonza,0,entry,"Natural Sciences, Mathematics and Statistics",220000,264545,16/07/2026,25/01/2027,active,501,501
5000003001-204010010000000000-00006,48e24cc2-f881-5f78-b34e-95c0e896d456,Midwife A1/A0,MUHANGA DISTRICT,36d554e4-6fbb-53ca-aae7-53010481a5f7,Muhanga,3,mid,Health and Welfare (Health and Medical Sciences),475000,575167,28/06/2026,20/02/2027,active,169,169
5500000000-801103010100000000-00085,cc2474cb-cf5f-5d2f-9513-147f55c00f75,Documentation and Archives Officer,NYABIHU DISTRICT,3072086c-23c7-5d94-ab83-8a26850e0780,Kayonza,0,entry,"Business, Administration and Law",220000,272464,05/10/2026,19/01/2027,active,40,40
6400003001-021400000000000000-00142,dbda29ef-828a-5767-b437-27b199f1fc45,Cashier A2,RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Rwamagana,0,entry,"Business, Administration and Law",220000,263769,04/06/2026,02/10/2026,active,1991,1991
1305000000-901202010000000000-00160,3e981284-1b24-513b-b734-e44162eeac79,Toxicology & Blood Alcohol Officer,RWANDA FORENSIC INSTITUTE,b2a87346-fef0-58cd-bd70-b253216f0f8a,Rwamagana,0,entry,"Natural Sciences, Mathematics and Statistics",220000,260262,13/09/2026,30/12/2026,active,436,436
1419004000-312050120200000000-00118,b0e71a91-900c-57b0-963d-7a26a062b4d2,Assistant lecturer in Irrigation and Drainage Technology,RP HUYE COLLEGE,81a1dad5-202f-5060-bf35-06a535fa2045,Huye,0,entry,"Natural Sciences, Mathematics and Statistics",220000,273219,11/10/2026,22/03/2027,active,43,43
5900000000-080000000000000000-00131,5cadb177-ffe9-5778-880e-f9c59645f468,IT Technician (Under Contract),NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,Information and Communication Technologies (ICTs),220000,273899,28/08/2026,03/04/2027,active,384,384
1605000000-901102020000000000-00128,bb17d56b-2ab2-5701-ab4d-57c9d55f496d,Immuno-Hematology Senior Officer (RCBT/Karongi),RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Musanze,0,entry,"Natural Sciences, Mathematics and Statistics",220000,274610,08/09/2026,07/03/2027,active,372,372
1413000000-901050000000000000-00201,86892155-937c-5af8-8e1b-b08e5afcfbd6,Auditing teacher A0,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Ngoma,0,entry,"Business, Administration and Law",220000,262057,09/10/2026,23/03/2027,active,5591,5591
0800000000-101307010000000000-00084,e6fc5731-57e9-58d8-809e-748610ef19ae,"Planning, Monitoring and Evaluation Officer",Ministry of Foreign Affairs and International Cooperation,8829c2b2-9325-561d-bbf1-693a04731d39,Rwamagana,0,entry,"Business, Administration and Law",220000,270576,05/10/2026,17/02/2027,active,1236,1236
2902000000-140103000000000000-00060,05bdd9b5-987e-56f4-8173-c45742a0d907,Documentation & Archives Officer,Rwanda Water Resources Board,bc03a799-837d-5602-a105-0d3bc3efda7b,Rubavu,0,entry,"Business, Administration and Law",220000,284198,02/06/2026,12/11/2026,active,110,110
2201001001-901001000000000000-00048,80aa9a0f-4044-5ff1-be0d-8ed91025d150,Logistics Officer,RWANDA ENVIRONMENT MANAGEMENT AUTHORITY,42d71c20-d5d9-5490-ab5d-33c95b2de8c7,Nyamagabe,5,senior,"Business, Administration and Law",525000,724831,24/10/2026,01/04/2027,active,1009,1009
7000000000-801202010905000000-00074,701c7cac-9b46-511e-8708-dccc1b47505c,Animal Resources Officer(contractual),CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Muhanga,0,entry,"Natural Sciences, Mathematics and Statistics",220000,273956,25/07/2026,08/02/2027,active,194,194
6300003001-020000000500000000-00070,4528fe95-8e26-54e3-9af8-136f0e989f41,Cashier A2,MUSANZE DISTRICT,429cf6c7-e319-5db8-b32d-d396baa1f819,Musanze,0,entry,"Business, Administration and Law",220000,287189,30/06/2026,15/11/2026,active,3137,3137
1602000000-201303000000000000-00116,9082dbf6-4744-51d0-9d3f-5f25a44600a1,Secretary to Finance,CENTRAL UNIVERSITY HOSPITAL OF BUTARE,1cc90452-1205-5182-b85d-1874e4c0b5aa,Karongi,0,entry,Education,220000,256368,10/06/2026,20/11/2026,active,1832,1832
4000003001-201024070000000000-00003,069a72a4-66f7-52e0-96f2-bc5d44c62c8f,Lych-House Management Officer,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,0,entry,Health and Welfare (Health and Medical Sciences),220000,281397,11/06/2026,12/09/2026,active,0,0
0901000094-140000000000000000-00013,ddbf6a6d-ea4b-575a-9527-856ae2e1c75f,Agricultural Products Marketing Specialist,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Kayonza,4,senior,"Business, Administration and Law",500000,585648,08/09/2026,25/03/2027,active,135,135
4000003001-201013000000000000-00030,d591d319-7f49-5722-a72e-6b03934e1d93,Internal Auditor,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,0,entry,"Business, Administration and Law",220000,291807,29/08/2026,15/03/2027,active,962,962
7000000000-801203060300000000-00335,1eaef5b5-edb8-5ca5-8bb8-729942693e96,Nurse,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Gasabo,0,entry,"Natural Sciences, Mathematics and Statistics",220000,253355,03/10/2026,23/02/2027,active,3,3
7000000000-801204000000000000-00251,ff56de89-7d1d-5590-a6c4-faf67a905ecb,Communication Specialist,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Gasabo,3,mid,"Social Sciences, Journalism and Information",475000,655958,28/09/2026,13/02/2027,active,255,255
4900000000-801103020000000000-00038,edd9689c-4326-521c-85eb-d1ace8c7fd89,Land Valuattion Officer,GISAGARA DISTRICT,94bd2c31-0100-5f48-baa1-b15508b12050,Gicumbi,0,entry,"Business, Administration and Law",220000,256381,08/10/2026,15/04/2027,active,618,618
